OBJECTID,id_no,binomial,presence,origin,seasonal,compiler,year,citation,source,dist_comm,island,subspecies,subpop,legend,tax_comm,kingdom_na,phylum_nam,class_name,order_name,family_nam,genus_name,scientific,code,shape_Leng,ORIG_FID,POINT_X,POINT_Y
83,48267436.000000000000000,Eliurus antsingy,1,1,1,IUCN SSC Small Mammal Specialist Group,2016,IUCN SSC Small Mammal Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Eliurus,Eliurus antsingy,DD,3.375884760590000,82,44.826131988800284,-18.217684071262852
84,48269124.000000000000000,Crocidura mindorus,1,1,1,IUCN SSC Small Mammal Specialist Group,2016,IUCN SSC Small Mammal Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,Crocidura mindorus,DD,0.671221938016000,83,120.934879801261900,13.258527508038128
85,48295808.000000000000000,Lagidium ahuacaense,1,1,1,IUCN SSC Small Mammal Specialist Group,2016,IUCN SSC Small Mammal Specialist Group, , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CHINCHILLIDAE,Lagidium,Lagidium ahuacaense,DD,3.807911879480000,84,-79.566697093795824,-4.038965902054713
86,48637280.000000000000000,Bassaricyon neblina,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,Bassaricyon neblina,NT,28.570954946800001,85,-76.539355734679361,3.230798802422839
87,48637280.000000000000000,Bassaricyon neblina,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,Bassaricyon neblina,NT,28.570954946800001,86,-76.539355734679361,3.230798802422839
88,48637566.000000000000000,Bassaricyon alleni,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,Bassaricyon alleni,LC,104.267878482000000,87,-67.067591169896559,-3.017114866757652
89,48637802.000000000000000,Bassaricyon medius,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,Bassaricyon medius,LC,71.350256643700007,88,-78.221613965312201,4.004618207764111
90,48637802.000000000000000,Bassaricyon medius,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,Bassaricyon medius,LC,71.350256643700007,89,-78.221613965312201,4.004618207764111
91,48637946.000000000000000,Bassaricyon gabbii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Bassaricyon,Bassaricyon gabbii,LC,46.545151121300002,90,-84.151895761779940,11.744863987083363
92,51221900.000000000000000,Marmosops pakaraimae,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Marmosops,Marmosops pakaraimae,VU,2.305981271280000,91,-61.035175333674658,5.476701108969053
93,51222063.000000000000000,Caenolestes sangay,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,Caenolestes sangay,VU,1.658796123900000,92,-78.914825154457276,-3.635884258951364
94,51342998.000000000000000,Monodelphis peruviana,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,Monodelphis peruviana,LC,41.406183403400000,93,-72.013347543454302,-11.191338153632842
95,51343071.000000000000000,Monodelphis adusta,1,1,1,IUCN,2015,International Union for the Conservation of Nature,Solari 2007, , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Monodelphis,Monodelphis adusta,LC,78.605433949800002,94,-73.763438463214470,-4.143037831530648
96,51343307.000000000000000,Thylamys cinderella,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,Thylamys cinderella,LC,21.604994868900000,95,-64.331424969786497,-25.244326508861263
97,54007828.000000000000000,Microgale brevicaudata,1,1,1,IUCN,2015,Goodman et al. 2013,Goodman et al. 2013, ,Madagascar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,Microgale brevicaudata,LC,49.789873171799996,96,46.901884401543953,-16.102449052781537
98,54008309.000000000000000,Microgale grandidieri,1,1,1,IUCN,2015,Goodman et al. 2013, Goodman et al. 2013, ,Madagascar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,Microgale grandidieri,LC,15.458574051599999,97,44.709042028267049,-18.092436590676073
99,54010476.000000000000000,Leopardus guttulus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,Leopardus guttulus,VU,88.244138316000004,98,-51.039502721373424,-21.301730753871141
100,54012637.000000000000000,Leopardus tigrinus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,Leopardus tigrinus,VU,250.323384831000000,99,-58.088526182037640,-5.412507362624638
101,54778866.000000000000000,Cheirogaleus medius,1,1,1,IUCN,2014,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Cheirogaleus,Cheirogaleus medius,LC,62.210869895000002,100,45.130263935032644,-20.280218625389182
102,54778911.000000000000000,Cheirogaleus major,1,1,1,IUCN,2014,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Cheirogaleus,Cheirogaleus major,DD,15.613774735500000,101,47.570536215374091,-21.646814303437282
103,55997072.000000000000000,Cervus elaphus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus elaphus,LC,631.803972582000030,102,13.235172202635113,50.390272666650276
104,55997072.000000000000000,Cervus elaphus,1,2,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Reintroduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus elaphus,LC,1.589542967620000,103,9.144934539597386,41.759271978219260
105,55997072.000000000000000,Cervus elaphus,1,3,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus elaphus,LC,1.403035218190000,104,22.561240378041077,38.810044723884971
106,55997823.000000000000000,Cervus canadensis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus canadensis,LC,691.192882814999960,105,63.972425771532187,45.247272344143425
107,55997823.000000000000000,Cervus canadensis,1,3,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Cervus,Cervus canadensis,LC,0.525682429555000,106,7.608628582443146,45.197484051847596
108,56003281.000000000000000,Alces alces,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Alces,Alces alces,LC,1671.645795480000100,107,20.993834747575590,58.757451354896148
109,59544947.000000000000000,Microcebus rufus,1,1,1,IUCN,2014,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,Microcebus rufus,VU,3.592506854130000,108,47.293636707468124,-21.737940311296256
110,60354712.000000000000000,Felis silvestris,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Felis,Felis silvestris,LC,1518.973489810000000,109,32.313564408170976,14.773897599594591
111,61513537.000000000000000,Pseudois nayaur,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), ,General distribution., , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Pseudois,Pseudois nayaur,LC,92.185485290499997,110,92.455428312066999,33.451704564913769
112,61513537.000000000000000,Pseudois nayaur,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), ,General distribution., ,szechuanensis, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Pseudois,Pseudois nayaur,LC,9.024115372830000,111,100.105623503621870,40.414155501075584
113,61513537.000000000000000,Pseudois nayaur,1,1,1,IUCN,2014,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Pseudois,Pseudois nayaur,LC,104.776040647000000,112,92.350858348833810,33.527902013866878
114,61513537.000000000000000,Pseudois nayaur,1,1,1,IUCN,2014,IUCN (International Union for Conservation of Nature), , , ,schaeferi, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Pseudois,Pseudois nayaur,LC,11.736829683200000,113,98.702069982843511,30.638779176817593
115,68336601.000000000000000,Eupleres goudotii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Madagascar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,EUPLERIDAE,Eupleres,Eupleres goudotii,VU,40.201110195600002,114,48.557094485622088,-18.105947169626120
116,68369199.000000000000000,Melogale cucphuongensis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Melogale,Melogale cucphuongensis,DD,0.628316653536000,115,105.716576235804720,20.750364933195158
117,70203940.000000000000000,Herpestes javanicus,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Hainan, , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes javanicus,LC,12.621959694499999,116,109.743528232342100,19.195877340866616
118,70203940.000000000000000,Herpestes javanicus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes javanicus,LC,118.790204649000000,117,103.356757675326490,14.731082650444023
119,70203940.000000000000000,Herpestes javanicus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Amami-oshima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes javanicus,LC,2.760734283250000,118,129.430705334583540,28.305176189429631
120,70203940.000000000000000,Herpestes javanicus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Comore Islands, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes javanicus,LC,4.893819626460000,119,43.938647391463974,-12.056596167579016
121,70203940.000000000000000,Herpestes javanicus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Java, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes javanicus,LC,30.970763818300000,120,109.938021129971220,-7.300211041806108
122,70203940.000000000000000,Herpestes javanicus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Madura, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes javanicus,LC,5.220487488890000,121,113.361857722356040,-7.036591742514872
123,70203940.000000000000000,Herpestes javanicus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Okinawa, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes javanicus,LC,3.564386219360000,122,127.966515076109890,26.495768326647010
124,70203940.000000000000000,Herpestes javanicus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Sumatra, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes javanicus,LC,16.312269355200002,123,97.586816923762058,3.784845705564919
125,70203940.000000000000000,Herpestes javanicus,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes javanicus,LC,73.180952699399995,124,108.084849750915340,23.591153806702891
126,70204120.000000000000000,Herpestes auropunctatus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes auropunctatus,LC,130.672592572000010,125,75.195272841368592,27.732011333656146
127,70204120.000000000000000,Herpestes auropunctatus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes auropunctatus,LC,130.672592572000010,126,75.195272841368592,27.732011333656146
128,70204120.000000000000000,Herpestes auropunctatus,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes auropunctatus,LC,98.443875982199998,127,99.660966250891818,21.800639798987561
129,70204120.000000000000000,Herpestes auropunctatus,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes auropunctatus,LC,98.443875982199998,128,99.660966250891818,21.800639798987561
130,70204120.000000000000000,Herpestes auropunctatus,6,5,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes auropunctatus,LC,0.628316653415000,129,103.918297269303590,22.235687281243088
131,70204120.000000000000000,Herpestes auropunctatus,6,5,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Herpestes,Herpestes auropunctatus,LC,0.628316653415000,130,103.918297269303590,22.235687281243088
132,70205537.000000000000000,Arctonyx collaris,4,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Possibly Extinct, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Arctonyx,Arctonyx collaris,VU,63.483505331600000,131,106.408609189862260,17.241724032737977
133,70205537.000000000000000,Arctonyx collaris,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Arctonyx,Arctonyx collaris,VU,29.588632315800002,132,101.096159794538950,24.035897838614403
134,70205537.000000000000000,Arctonyx collaris,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Arctonyx,Arctonyx collaris,VU,195.342578033000000,133,98.905747532422765,18.711661994205713
135,70205771.000000000000000,Arctonyx hoevenii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Sumatra, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Arctonyx,Arctonyx hoevenii,LC,33.632647706999997,134,99.749201432100449,0.701191399863262
136,70205771.000000000000000,Arctonyx hoevenii,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Sumatra, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Arctonyx,Arctonyx hoevenii,LC,33.632647706999997,135,99.749201432100449,0.701191399863262
137,70206273.000000000000000,Arctonyx albogularis,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Arctonyx,Arctonyx albogularis,LC,36.803697523300002,136,106.592918294144000,24.877451871906430
138,70206273.000000000000000,Arctonyx albogularis,6,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Arctonyx,Arctonyx albogularis,LC,36.803697523300002,137,106.592918294144000,24.877451871906430
139,70206273.000000000000000,Arctonyx albogularis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Arctonyx,Arctonyx albogularis,LC,249.928858805000000,138,108.609208800345930,32.536558586809406
140,70206273.000000000000000,Arctonyx albogularis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Arctonyx,Arctonyx albogularis,LC,249.928858805000000,139,108.609208800345930,32.536558586809406
141,70207409.000000000000000,Mustela nivalis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Bornholm, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,Mustela nivalis,LC,1.365950430730000,140,14.909982557449098,55.123571941891669
142,70207409.000000000000000,Mustela nivalis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,Mustela nivalis,LC,3269.934162350000000,141,29.752349707273197,56.461609973021893
143,70207409.000000000000000,Mustela nivalis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Sakhalin, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,Mustela nivalis,LC,36.600074606400000,142,142.705342828209040,50.311356472723105
144,70207409.000000000000000,Mustela nivalis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Etorofu, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,Mustela nivalis,LC,6.418124212710000,143,147.876493441619120,45.067948537195264
145,70207409.000000000000000,Mustela nivalis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Hokkaido, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,Mustela nivalis,LC,26.031863673800000,144,142.568975028175030,43.380022145006023
146,70207409.000000000000000,Mustela nivalis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Honshu, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,Mustela nivalis,LC,3.284906807630000,145,140.831246763027710,39.996149659878938
147,70207409.000000000000000,Mustela nivalis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Kunashiri, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,Mustela nivalis,LC,3.674667677950000,146,145.946848235757560,44.169593780328739
148,70207409.000000000000000,Mustela nivalis,1,5,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Minorca, , ,Origin uncertain, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,Mustela nivalis,LC,1.789034001970000,147,4.065950359721398,39.964817969573687
149,70207409.000000000000000,Mustela nivalis,1,3,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,Mustela nivalis,LC,7.373295865780000,148,-27.309869519162930,38.357079565569563
150,70207409.000000000000000,Mustela nivalis,1,5,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Origin uncertain, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,Mustela nivalis,LC,2.055869418810000,149,27.954752984462687,36.186163785230576
151,70207409.000000000000000,Mustela nivalis,1,5,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Crete, , ,Origin uncertain, ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,Mustela nivalis,LC,8.696377486159999,150,24.839911221725572,35.239270035583729
